"Country","Document","ElementText","HazardType"
"France","BTR","Rising ocean temperatures and acidification","Sea temperature;Ocean acidification"
"France","BTR","Rising sea levels","Sea level rise"
"France","BTR","The increase in extreme weather events","Extreme temperature"
"France","BTR","<span title='Ocean heat peaks, which are expected to become increasingly frequent, are particularly responsible for two worrying phenomena. On the one hand, the massive strandings of Sargassum seaweed in the Antilles and, to a lesser extent, in French Guiana, which lead to the release of a worrying volume of two toxic and pestilential gases, directly impacting the health of residents and tourist numbers. On the other hand, coral bleaching'>Ocean heat peaks, which are expected to become inc...</span>","Ocean acidification;Pest and disease"
"France","BTR","<span title='At a time when the Tuamotu atolls in French Polynesia and the island of Ouvéa in New Caledonia are threatened by rising sea levels and fresh water is becoming increasingly scarce, as in Mayotte, which was hit by a historic drought in 2023, the very question of the habitability of certain overseas territories arises.'>At a time when the Tuamotu atolls in French Polyne...</span>","Drought;Sea level rise"
"France","BTR","<span title='With the exception of 2021, the last few years (2023, 2022, 2020, 2019, 2018, 2017) have been among the hottest years since 1900. In 2023, the average annual temperature in mainland France reached 14.4°C, 1.4°C above normal, ranking second among the hottest since measurements began behind 2022 (+1.6°C).'>With the exception of 2021, the last few years (20...</span>","Change in temperature"
"France","BTR","<span title='While 2022 was the hottest year, it was also a year with little rain, particularly in May and July, which saw record rainfall deficits.'>While 2022 was the hottest year, it was also a yea...</span>","Change in precipitation"
"France","BTR","<span title='With an average rainfall deficit of nearly 25%, 2022 ranks second among the driest years since 1959, almost tied with 1989, which narrowly remains in first place, and far ahead of 2005, with a deficit of nearly 20%.'>With an average rainfall deficit of nearly 25%, 20...</span>","Change in precipitation"
"France","BTR","<span title='Across France, annual precipitation has not shown any marked change since 1961. However, it is characterized by a clear disparity with an increase over a large northern half (especially the northeastern quarter) and a decrease in the south.'>Across France, annual precipitation has not shown ...</span>","Change in precipitation"
"France","BTR","<span title='Beyond changes in average annual precipitation, we can note an increase in the frequency and intensity of exceptional rainfall events around the Mediterranean, contributing to an exacerbation of flooding phenomena.'>Beyond changes in average annual precipitation, we...</span>","Flood;Change in precipitation"
"France","BTR","<span title='Climate change is observed at all levels with direct impacts such as the increase in the average annual temperature and the modification of precipitation patterns, but also by more specific impacts such as the reduction in the duration of the snow cover period in the mid-mountains.'>Climate change is observed at all levels with dire...</span>","Extreme temperature;Change in temperature;Change in precipitation"
"France","BTR","<span title='Glaciers in the French Alps have experienced a loss of their mass balance and glaciers in the Pyrenees show the same trend. The strong loss of glacier mass recorded since 1982 is the result of a significant increase in summer ice melt, which has become more pronounced since 2003.'>Glaciers in the French Alps have experienced a los...</span>","Extreme temperature"
"France","BTR","<span title='Since the mid-20th century, there has been a change in the frequency and intensity of these events: the number of hot days (maximum temperatures above 25°C) is increasing, while the number of freezing days is decreasing.'>Since the mid-20th century, there has been a chang...</span>","Extreme temperature;Change in temperature"
"France","BTR","<span title='Heatwaves have become more frequent and more intense.'>Heatwaves have become more frequent and more inten...</span>","Extreme temperature"
"France","BTR","<span title='The main expected characteristics of the future climate in France, consistent with the current changes already detected, are, firstly, a rise in temperatures greater than the global average, particularly in regions further from the coast, with heat waves that are increasingly frequent, increasingly severe and extending beyond traditional summer periods.'>The main expected characteristics of the future cl...</span>","Extreme temperature;Change in temperature"
"France","BTR","<span title='Since 2023, France has chosen to prepare for an average temperature increase of 4°C by 2100.'>Since 2023, France has chosen to prepare for an av...</span>","Change in temperature"
"France","BTR","<span title='Whatever level of warming is reached, it will result in a change in precipitation patterns and the water cycle, an increase in extreme weather events, and a continued rise in sea level.'>Whatever level of warming is reached, it will resu...</span>","Extreme temperature;Change in precipitation;Sea level rise"
"France","BTR","<span title='A difference of 0.8°C in the magnitude of the increase is projected between Normandy and the southern region by 2100.'>A difference of 0.8°C in the magnitude of the incr...</span>",""
"France","BTR","<span title='During the summer season, the number of extremely hot days will increase significantly across the country. This trend will be exacerbated in the currently hottest regions, particularly the Mediterranean arc, the Rhône corridor, and the Garonne Valley.'>During the summer season, the number of extremely ...</span>","Extreme temperature"
"France","BTR","<span title='The entire territory will be affected by the significant increase in the number of so-called tropical nights, i.e. nights where the temperature does not fall below 20°C.'>The entire territory will be affected by the signi...</span>",""
"France","BTR","<span title='Regarding the annual cumulative rainfall, a slight decrease in the southern half, accentuated near the Pyrenees, and a slight increase in the northern half, particularly towards the northeastern borders, are expected by the end of the century.'>Regarding the annual cumulative rainfall, a slight...</span>","Change in precipitation"
"France","BTR","<span title='Overall, a decrease in rainfall is expected with a delay and shortening of the rainy season'>Overall, a decrease in rainfall is expected with a...</span>","Change in precipitation"
"France","BTR","<span title='In terms of water resources, despite the relative stability of expected precipitation, the increase in evapotranspiration due to the increase in temperature will contribute to a general decrease in available water.'>In terms of water resources, despite the relative ...</span>","Extreme temperature;Change in temperature;Change in precipitation"
"France","BTR","<span title='Agricultural and hydrological droughts will therefore become extremely worrying, with very significant consequences for agriculture, forests and biodiversity, in the absence of adaptation.'>Agricultural and hydrological droughts will theref...</span>","Drought"
"France","BTR","<span title='An increase in the frequency of floods could impact land use planning choices, insurance capacity, the safety of people and their ability to move around.'>An increase in the frequency of floods could impac...</span>","Extreme temperature;Flood"
"France","BTR","Edaphic and atmospheric droughts","Drought"
"France","BTR","<span title='A sharp increase in fire risk can also be anticipated. By 2060, most of the country is expected to be subject to an extreme fire risk for several weeks each year'>A sharp increase in fire risk can also be anticipa...</span>","Wildfire"
"Brunei Darussalam","BTR","<span title='Brunei's annual mean temperature has increased by 0.22°C per decade from the years 1971 to 2022'>Brunei's annual mean temperature has increased by ...</span>","Change in temperature"
"Brunei Darussalam","BTR","<span title='Across Brunei, there is an observed rise in mean surface temperature, daily minimum and maximum temperatures.'>Across Brunei, there is an observed rise in mean s...</span>","Change in temperature;Sea temperature"
"Brunei Darussalam","BTR","<span title='Whereas for relative humidity, it varies between 80-90% on average since 1979 to 2022'>Whereas for relative humidity, it varies between 8...</span>",""
"Brunei Darussalam","BTR","<span title='Brunei's annual rainfall has increased by 114mm per decade from 1966 to 2022 (Figure 3.3), but with large year-to-year variations associated with natural climate phenomena such as the El-Niño Southern Oscillation (ENSO).'>Brunei's annual rainfall has increased by 114mm pe...</span>","Change in precipitation"
"Brunei Darussalam","BTR","<span title='Tidal flood occurs during high tide that coincides with heavy rainfall and/or strong wind conditions, where the water will inundate the surrounding low-lying areas close to the coastal bays or at rivers subjected to tide'>Tidal flood occurs during high tide that coincides...</span>","Storm;Flood;Change in precipitation"
"Brunei Darussalam","BTR","<span title='As recorded by DDS, the number of flooding incidents have increased since 2018, with the highest number of incidents taking place in 2022 at the low-lying areas of Belait District'>As recorded by DDS, the number of flooding inciden...</span>","Flood"
"Brunei Darussalam","BTR","<span title='The high number of forest fire incidents in 2016 and 2019 coincides with El-Nino episode which brings higher temperatures and drier conditio s'>The high number of forest fire incidents in 2016 a...</span>","Wildfire;Change in temperature"
"Brunei Darussalam","BTR","<span title='The number of landslide incidents from 2011 until 2022, as recorded by the Department of Technical Services (DTS), PWD shows fluctuating landslide incidents over the period, where Brunei was hit with the highest landslide incidents in 2014, with 325 events on both government and private lands'>The number of landslide incidents from 2011 until ...</span>","Extreme temperature;Landslide"
"Brunei Darussalam","BTR","<span title='Brunei also experienced strong winds, especially during monsoon season. This can lead to incidents of fallen trees and rooftops being blown away. According to the BFRD, the number of fallen trees incidents have increased over the period 2010 to 2022. This means that the weather during the monsoon seasons has become more extreme'>Brunei also experienced strong winds, especially d...</span>","Storm"
"Brunei Darussalam","BTR","Increase in temperature","Change in temperature"
"Brunei Darussalam","BTR","Decrease in temperature",""
"Brunei Darussalam","BTR","Increase in rainfall","Change in precipitation"
"Brunei Darussalam","BTR","Decrease in rainfall","Change in precipitation"
"Brunei Darussalam","BTR","Seal level rise",""
"Brunei Darussalam","BTR","Prolonged El-Nino",""
"Brunei Darussalam","BTR","Prolonged La Nina",""
"Brunei Darussalam","BTR","Forest fire","Wildfire"
"Brunei Darussalam","BTR","Drought","Drought"
"Brunei Darussalam","BTR","Haze",""
"Brunei Darussalam","BTR","Floods","Flood"
"Brunei Darussalam","BTR","Landslides","Landslide"
"Brunei Darussalam","BTR","Disease outbreak","Pest and disease"
"Brunei Darussalam","BTR","High coastal wave energy",""
"Brunei Darussalam","BTR","Coastal erosion","Land degradation;Sea level rise"
"Brunei Darussalam","BTR","Inundation","Flood"
"Brunei Darussalam","BTR","Typhoon","Storm"
"Brunei Darussalam","BTR","Storm surges","Storm"
"Canada","BTR","<span title='Slow-onset changes, such as permafrost thaw and sea-level rise, are transforming landscapes and coastlines, affecting communities, livelihoods, and identities.'>Slow-onset changes, such as permafrost thaw and se...</span>","Extreme temperature;Sea level rise"
"Canada","BTR","<span title='As additional warming in Canada is inevitable, many of the climate trends already observed in Canada are projected to continue. These include more extreme heat, less extreme cold, longer growing seasons, earlier spring peak streamflow, shorter snow and ice cover seasons, thinning glaciers, thawing permafrost, and rising sea-levels along many Canadian coastlines.'>As additional warming in Canada is inevitable, man...</span>","Extreme temperature"
"Canada","BTR","<span title='A warmer climate will also contribute to increased drought and wildfire risks, and more intense rainfalls will increase urban flood risks.'>A warmer climate will also contribute to increased...</span>","Extreme temperature;Drought;Wildfire;Flood;Change in precipitation"
"Canada","BTR","<span title='The frequency of events such as heatwaves, wildfires, and extreme rainfallinduced floods has risen, which can lead to injuries, community displacement, significant economic disruptions and damages, and loss of life.'>The frequency of events such as heatwaves, wildfir...</span>","Extreme temperature;Wildfire;Flood;Change in precipitation"
"Canada","BTR","<span title='Climate change drives direct health effects related to rising temperatures, such as increasingly frequent and severe events like extreme heat and, wildfires, poor air quality, including due to wildfire smoke, and the spread of zoonotic diseases like Lyme disease.'>Climate change drives direct health effects relate...</span>","Extreme temperature;Wildfire;Change in temperature;Pest and disease"
"Bolivia","BTR","<span title='In other regions, flooding is projected to increase, which will force adaptation not only to droughts, but also floods and other types of damage.'>In other regions, flooding is projected to increas...</span>","Drought;Flood"
"Bolivia","BTR","<span title='Due to the variation in temperature and precipitation, there are negative consequences on productive development, but above all on access to food with own production.'>Due to the variation in temperature and precipitat...</span>","Change in precipitation"
"Bolivia","BTR","<span title='Extreme climatic factors have increased their impact on productive systems, presence of droughts and extreme frosts, strong hailstorms and uncontrolled floods, floods of great magnitude, have been the events that have occurred in recent years'>Extreme climatic factors have increased their impa...</span>","Extreme temperature;Storm;Drought;Flood"
"Bolivia","BTR","<span title='Glacier melting: The retreat of glaciers in the Bolivian Andes is affecting the rain patterns and wind speeds. It is estimated that by the middle of the 21st century, Bolivia could lose almost all glaciers and 95% of permafrost'>Glacier melting: The retreat of glaciers in the Bo...</span>","Extreme temperature"
"Bolivia","BTR","<span title='Increased forest fires: Climate change has increased the number of forest fires due to the variation in rainfall behavior'>Increased forest fires: Climate change has increas...</span>","Wildfire;Change in precipitation"
"Bolivia","BTR","<span title='Observed data from weather stations in Bolivia show that there is an average increase of the surface temperature of approximately 1.2 °C from 1890 to 2020'>Observed data from weather stations in Bolivia sho...</span>","Sea temperature"
"Bolivia","BTR","<span title='The scenarios projected to 2050 for the surface temperature show for Bolivia, in a way overall, an increase of 1.5°C (moderate scenario); and 4.3°C (pessimistic scenario).'>The scenarios projected to 2050 for the surface te...</span>","Sea temperature"
"Bolivia","BTR","<span title='Precipitation will vary within a range of 0.20 mm/day and 0.5 mm/day within the Amazon region and Titicaca basin; other variations range between a decrease of 4.0 mm/day in the southern plateau region and 0.20 mm/day in the valleys power plants.'>Precipitation will vary within a range of 0.20 mm/...</span>","Change in precipitation"
"Bolivia","BTR","Pests and diseases","Pest and disease"
"Bolivia","BTR","Hailstorms","Storm"
"Bolivia","BTR","Hurricanes",""
"Bolivia","BTR","Drought","Drought"
"Bolivia","BTR","Frost","Extreme temperature"
"Bolivia","BTR","Landslides","Landslide"
"Bolivia","BTR","<span title='The living conditions of the human population are threatened globally and in Bolivia by two main threats: the increase in extreme heat (heat waves) and the increase in flooding'>The living conditions of the human population are ...</span>","Extreme temperature;Flood"
"Bolivia","BTR","<span title='The extreme events that occur in Bolivia highlight the high conditions of vulnerability of basic infrastructure. The losses and damages generated by the extreme events depend on the intensity of the events and on exposure and vulnerability;'>The extreme events that occur in Bolivia highlight...</span>",""
"Solomon Islands","BTR","<span title='Observed temperature data by the Solomon Islands Meteorological Services show that annual surface temperature for the western, central and eastern regions of Solomon Islands have increased during the last 30 to 50 years'>Observed temperature data by the Solomon Islands M...</span>","Extreme temperature;Sea temperature"
"Solomon Islands","BTR","<span title='The range of increase in mean air temperature for most provinces is between 0.14 ℃ and 0.17℃/decade'>The range of increase in mean air temperature for ...</span>",""
"Solomon Islands","BTR","<span title='The country’s sea level data indicates that it is rising at 8mm/annum which is nearly 2-3 times higher than the global average'>The country’s sea level data indicates that it is ...</span>","Sea level rise"
"Solomon Islands","BTR","<span title='Temperature increases are one of the most consistent projections across all climate models.'>Temperature increases are one of the most consiste...</span>","Change in temperature"
"Solomon Islands","BTR","<span title='Precipitation patterns are expected to become more variable, with models projecting changes in both seasonal and annual rainfall patterns'>Precipitation patterns are expected to become more...</span>","Change in precipitation"
"Solomon Islands","BTR","<span title='On average, models suggest a 2% to 5% increase in annual rainfall by the end of the century'>On average, models suggest a 2% to 5% increase in ...</span>","Change in precipitation"
"Solomon Islands","BTR","<span title='However, there will still be significant year-to-year variability, influenced by broader climatic phenomena such as the El Niño-Southern Oscillation (ENSO)'>However, there will still be significant year-to-y...</span>",""
"Solomon Islands","BTR","<span title='The Solomon Islands could experience a 5% to 10% increase in annual precipitation by 2100. This increase is mainly due to more intense rainfall events during the wet season.'>The Solomon Islands could experience a 5% to 10% i...</span>","Change in precipitation"
"Solomon Islands","BTR","<span title='However, some models predict longer dry spells between heavy rain events, increasing the risk of both droughts and floods'>However, some models predict longer dry spells bet...</span>","Storm;Drought;Flood"
"Solomon Islands","BTR","<span title='This combination of heavy rainfall and prolonged dry periods could disrupt agriculture, reduce water quality, and increase the incidence of landslides and floods'>This combination of heavy rainfall and prolonged d...</span>","Storm;Landslide;Flood;Change in precipitation"
"Solomon Islands","BTR","<span title='Under RCP2.6 Low Emissions Scenario, global sea-level rise is projected to be limited to 0.4 to 0.6 meters by 2100, compared to pre-industrial levels. For the Solomon Islands, this would still represent a significant threat, as even modest rises in sea levels can lead to increased coastal erosion, saltwater intrusion, and flooding of low-lying areas.'>Under RCP2.6 Low Emissions Scenario, global sea-le...</span>","Flood;Salinization;Land degradation;Sea level rise"
"Solomon Islands","BTR","<span title='The High Emissions Scenario RCP8.5 shows sea levels are projected to rise by as much as 0.8 to 1.1 meters by 2100, with some models suggesting an even higher range depending on the rate of ice sheet melting in Greenland and Antarctica. This scenario represents an existential threat to many islands in the Solomon Islands, particularly those atolls that are only a few meters above sea level. Entire communities could be displaced, and critical infrastructure such as roads, schools, and hospitals may be inundated.'>The High Emissions Scenario RCP8.5 shows sea level...</span>","Extreme temperature;Sea level rise"
"Solomon Islands","BTR","<span title='An average of 29 cyclones per decade developed within or crossed the Solomon Islands Exclusive Economic Zone (EEZ) between the 1969/70 and 2010/11 seasons'>An average of 29 cyclones per decade developed wit...</span>","Storm"
"Solomon Islands","BTR","<span title='Sea-level rise also increases the risk of storm surges during tropical cyclones, which are projected to become more intense under both emissions scenarios.'>Sea-level rise also increases the risk of storm su...</span>","Storm;Sea level rise"
"Solomon Islands","BTR","<span title='Flash flooding, Heavy rain and strong winds affected Solomon Islands in late December 2018 and early January 2019. The rain caused rivers to burst their banks and sweep through villages on the main islands of Malaita and Guadalcanal. More than 22,000 people saw their homes and crops destroyed by extreme weather. The flash flooding also contaminated drinking water.'>Flash flooding, Heavy rain and strong winds affect...</span>","Extreme temperature;Storm;Flood"
"Solomon Islands","BTR","<span title='The increased frequency of heatwaves and warmer days is also expected to be under RCP8.5, which could contribute to higher heat stress for both humans and ecosystems'>The increased frequency of heatwaves and warmer da...</span>","Extreme temperature"
"Solomon Islands","BTR","<span title='In 2015-2016 El Nino caused severe drought conditions on the island of Renell & Bellona, Temotu and Makira/Ulawa province. The sectors affected were Agriculture, Education and water supply, then it cost approximately USD400,000 in relief supplies.'>In 2015-2016 El Nino caused severe drought conditi...</span>","Drought"
"Solomon Islands","BTR","<span title='The built environment in Honiara is highly exposed to flooding. There are an estimated 8,011 buildings in Honiara exposed to floods from the Matakino, Lungga, and White rivers, and this includes houses, roads, and critical infrastructure.'>The built environment in Honiara is highly exposed...</span>","Flood"
"Solomon Islands","BTR","<span title='Extreme weather events such as cyclones and floods disrupt education, as schools  are often damaged or repurposed as shelters during emergencies. This leads to prolonged disruptions in children’s education, with long-term consequences for their development and future opportunities'>Extreme weather events such as cyclones and floods...</span>","Extreme temperature;Storm;Flood"
"Kenya","BTR","<span title='The 2008 – 2011 drought is estimated to have cost Kenya USD12.1 billion, including USD 805.6 million for the destruction of physical and durable assets'>The 2008 – 2011 drought is estimated to have cost ...</span>","Drought"
"Kenya","BTR","<span title='Droughts have affected more people than floods and have had the greatest economic impact (averaging 8% of GDP every five years)'>Droughts have affected more people than floods and...</span>","Drought;Flood"
"Kenya","BTR","<span title='Although droughts often affect the whole country, the most severe impacts are felt in the country’s highly arid zones, which include many of the poorest counties. The local economies in these counties depend heavily on pastoralism and the resulting rangeland degradation and loss of livestock erodes their capacity to cope and adapt to further climate impacts.'>Although droughts often affect the whole country, ...</span>","Drought;Land degradation"
"Kenya","BTR","<span title='In Kenya, agriculture is the main productive sector and is critical for food security and economic stability. The sector accounts for approximately 20% of Kenya’s GDP and employs more than 40% of the total population and more than 70% of the rural population. It largely remains rainfed making it exposed and vulnerable to the changing climate. Drought and floods cause significant loss of livestock, crops, and harvest resulting to loss of income and livelihoods at household level, and episodes of acute food insecurity, articularly in the arid counties. Climate impacts on the agriculture sector heavily affect young people by reducing incomes and limiting their transformation towards climate-smart or modernized agriculture which is capital-intensive.'>In Kenya, agriculture is the main productive secto...</span>","Drought;Flood"
"Kenya","BTR","<span title='The KMD estimates that Kenya’s mean annual temperature has increased by 1.0°C since 1960, at an average rate of 0.21°C per decade and projects that it will continue rising by 1.7°C by the 2050s.35 In the same report, the KMD reported that several weather stations in 2022 recorded maximum temperature values exceeding long-term averages, and minimum temperatures that were higher than long-term averages'>The KMD estimates that Kenya’s mean annual tempera...</span>","Change in temperature"
"Kenya","BTR","<span title='Increased heat and extreme heat conditions will result in significant implications for human and animal health, agriculture, and ecosystems. Recent analysis by the World Bank presented in their climate knowledge portal demonstrates evidence of increased temperature in recent years (1990 – 2020), compared to the natural variability recorded over 1951-2020.'>Increased heat and extreme heat conditions will re...</span>","Extreme temperature;Change in temperature"
"Kenya","BTR","<span title='Precipitation trends in Kenya are projected to remain highly variable and uncertain, with significant geographical diversity in rainfall trends. Average rainfall is expected to increase by mid-century, particularly during the ‘short rains’, which occur between October and December. Increased aridity and drought have been observed, with extreme rainfall events occurring with greater frequency and intensity.'>Precipitation trends in Kenya are projected to rem...</span>","Drought;Change in precipitation"
"Kenya","BTR","<span title='Extreme events from 2018 to 2024 in Kenya included flash floods, floods, landslides, and rising lake levels.'>Extreme events from 2018 to 2024 in Kenya included...</span>","Landslide;Flood"
"Kenya","BTR","<span title='Kenya is experiencing sea level rise, and the rate of sea level rise along  the Western Indian Ocean is estimated to be 4.0mm/year compared to the global average of 3.4mm/year'>Kenya is experiencing sea level rise, and the rate...</span>","Sea level rise"
"Kenya","BTR","<span title='Increasing sea surface temperatures, marine heatwaves, and ocean acidification alongside rising sea levels and stronger storm surges impact marine life, lead to coastal erosion, and increase the risk of flooding in the five coastal counties (Kwale, Mombasa, Kilifi, Tana River, and Lamu).'>Increasing sea surface temperatures, marine heatwa...</span>","Extreme temperature;Storm;Flood;Land degradation;Sea level rise;Sea temperature;Ocean acidification"
"Kenya","BTR","<span title='Global projections of 21–48 cm of sea level rise by the end of the 21st century compared with the 1980–1999 average could be devastating for Kenya.41  A 30 cm increase in sea level rise could submerge 17% of the city of Mombasa, Kenya’s second largest city and the largest seaport in East Africa'>Global projections of 21–48 cm of sea level rise b...</span>","Sea level rise"
"Kenya","BTR","Severe drought","Drought"
"Kenya","BTR","Heavy rainfall and flooding","Storm;Flood;Change in precipitation"
"Kenya","BTR","<span title='Changes in temperature regimes and precipitation patterns (associated with insufficient availability of water, excessive moisture conditions, pests, diseases, and weeds)'>Changes in temperature regimes and precipitation p...</span>","Change in precipitation;Pest and disease"
"Kenya","BTR","Droughts","Drought"
"Kenya","BTR","unpredictable rainfall patterns","Change in precipitation"
"Kenya","BTR","prolonged dry spells","Drought"
"Kenya","BTR","flooding","Flood"
"Kenya","BTR","<span title='Rising temperatures and changing precipitation patterns;'>Rising temperatures and changing precipitation pat...</span>","Change in temperature;Change in precipitation"
"Kenya","BTR","prolonged droughts and flooding","Drought;Flood"
"Kenya","BTR","<span title='Rising temperatures, heatwaves and changing precipitation patterns such as more frequent and heavier rain events, water encroachment, over abstraction of groundwater, storm surges in coastal areas'>Rising temperatures, heatwaves and changing precip...</span>","Extreme temperature;Storm;Change in temperature;Change in precipitation"
"Kenya","BTR","<span title='Declining water availability due to changing precipitation patterns and droughts1'>Declining water availability due to changing preci...</span>","Drought;Change in precipitation"
"Kenya","BTR","<span title='Temperature increases and higher frequency and intensity of extreme weather events'>Temperature increases and higher frequency and int...</span>","Extreme temperature;Change in temperature"
"Türkiye","BTR","<span title='the long-term annual mean temperature in Türkiye for the 1991-2020 reference period, is 13.9°C, which is an increase from the 13.5°C recorded for the 1981-2010 period the 13.2°C recorded for the 1971-2000 period The temperature, since 1990 with the exception of 1992, 1997 and 2011. The year 2010 was particularly noteworthy, as it saw the highest emperatureanomalies on record, with temperatures 1.6°C above the average. In 2023, Türkiye experienced its third warmest year on record. The 1991-2020 reference period indicates that the average temperature in Türkiye has increased by 1.2°C, considering the mean temperature of 13.9°C.'>the long-term annual mean temperature in Türkiye f...</span>","Change in temperature"
"Türkiye","BTR","<span title='The annual mean areal total precipitation in Türkiye between 1991 and 2020 was 573.4 mm, as measured by TSMS203 as indicated by the precipitation time series in Figure 70. The annual total precipitation averages in Türkiye have experienced a slight decrease. When reviewing long-term precipitation averages in Türkiye, it is observed that dry and wet periods follow one another. For the examined period, the year 2008 (451.6 mm) was one of the driest on record while the wettest year was 2009 (728.3 mm). In Figure 70, blue colored columns show the amount of precipitation, while the red horizontal line shows the long-term average for Türkiye.'>The annual mean areal total precipitation in Türki...</span>","Change in precipitation"
"Türkiye","BTR","<span title='The ""Iklime Uyum Project"" analyzed climate changes from the 2021-2100 projection period compared to the 1971-2000 reference period using high-resolution models under the RCP4.5 and RCP8.5 scenarios. The findings indicate that average temperatures across Türkiye are expected to rise by 2.5°C to over 5°C by the end of the century, with the most significant arming in Eastern Anatolia. Meanwhile, precipitation patterns are projected to shift, with increases in the northern regions and a sharp decrease in the southern regions; under the RCP8.5 scenario, the Mediterranean Region could experience a reduction of up to 300 mm in total annual precipitation by the end of the century.'>The ""Iklime Uyum Project"" analyzed climate changes...</span>","Change in temperature;Change in precipitation"
"Türkiye","BTR","<span title='Droughts are projected to become more severe, especially in the southeast, and conditions conducive to forest fires will likely increase, particularly in southern regions. Heavy precipitation is predicted to rise in northern areas and decrease in the south, while extreme wind patterns show regional variability.'>Droughts are projected to become more severe, espe...</span>","Drought;Wildfire;Change in precipitation"
"Türkiye","BTR","<span title='When examining the drought values calculated for the current period (1990-2019), it is evident that the intensity of drought decreases in the northwest part of Türkiye. The lowest drought values in Türkiye are observed in the Western Black Sea region. The provinces of Konya and Karaman have the highest meteorological drought values, followed by Hatay and ahramanmaraş. Additionally, meteorological drought levels in the Eastern Anatolia and Southeastern Anatolia regions are above the average for Türkiye'>When examining the drought values calculated for t...</span>","Drought"
"Türkiye","BTR","<span title='When analyzing the future projections, both scenarios generally predict an increase in the total heavy precipitation in northern Türkiye, while a decrease is expected in the south. According to the RCP 4.5 scenario, the most significant decrease is anticipated in the Mediterranean region during the 2061-2080 period. Similarly, according to the RCP 8.5 scenario, the most severe decrease is expected to occur in the Mediterranean region during the 2081-2100 period.'>When analyzing the future projections, both scenar...</span>","Change in precipitation"
"Türkiye","BTR","<span title='The Heatwave Frequency (HWF) index was examined to assess the hazard of heatwaves as calculated above 90th percentile of temperature. A period in which the index is observed for at least 5 days, or more was considered as a heatwave frequency. The distribution of the HWF for the current period is shown in Figure 75. According to the analysis results, at east three instances of heatwave events are observed in Türkiye. The lowest frequency of heatwaves is recorded in the provinces of Ordu and Giresun. In contrast, the highest frequency of heatwaves is found in Mersin, where it reaches 12 days per year. It is noted that, particularly in northern Türkiye, the frequency of heatwaves is low, but increases to the south.'>The Heatwave Frequency (HWF) index was examined to...</span>","Extreme temperature"
"Türkiye","BTR","<span title='When examining these future changes, both emission scenarios indicate that, alongside rising temperatures, the frequency of heatwave events will increase significantly during the last 20 years of the 21st century. Particularly in the South Aegean and Mediterranean regions, it is expected that the total number of heatwave days will increase by approximately 60 days under the RCP4.5 scenario by the 2060s, while this increase could reach up to 100 days under the RCP8.5 scenario. Overall, it is estimated that the change in heatwave frequency across Türkiye will be most significant according to the RCP8.5 scenario, with an increase of nearly five times compared to the early part of the century.'>When examining these future changes, both emission...</span>","Extreme temperature;Change in temperature"
"Türkiye","BTR","<span title='The Canadian Fire Weather Index (FWI), which represents fire-conducive weather conditions for forest fire risk, has been calculated, and the areal distribution of the average FWI values for the current period is shown in Figure 77. According to the FWI index, the Black Sea Region, with the lowest values in the current period, is classified as low risk for fire, while the  outheastern Region is at high risk. The Aegean, Marmara, and Eastern Anatolia Regions fall into the medium-low fire risk categories.'>The Canadian Fire Weather Index (FWI), which repre...</span>","Wildfire"
"Türkiye","BTR","<span title='Examining the results for the future projections, a change of approximately ±20% is expected across Türkiye over the next 100 years according to the RCP4.5 scenario. Fire-conducive weather conditions are projected to increase by 30%, particularly in the provinces of Antalya and Burdur in the Mediterranean Region and in Çankırı and Çorum in Central Anatolia. In the Southeastern Anatolia Region, which currently has a high fire risk, the amount of change is predicted to increase by 20% by the end of the next century.'>Examining the results for the future projections, ...</span>","Wildfire"
"Türkiye","BTR","<span title='the water resources in Türkiye are highly vulnerable to climate change impacts, particularly drought and heavy precipitation. The findings from the vulnerability and risk assessment show that drought risk is currently high or very high in regions such as Western Marmara, Central Anatolia, Eastern Mediterranean, Southeastern, and Eastern Anatolia, and is expected to remain similar in the future.'>the water resources in Türkiye are highly vulnerab...</span>","Drought;Change in precipitation"
"Türkiye","BTR","<span title='The risk of heavy precipitation is extremely high in the Eastern Mediterranean, Black Sea coastal provinces, and parts of the Marmara, Mediterranean, and Aegean regions, with risks projected to increase significantly, especially in northern Marmara after the 2060s.'>The risk of heavy precipitation is extremely high ...</span>","Change in precipitation"
"Türkiye","BTR","<span title='the western and eastern parts of Central Anatolia, Eastern Anatolia, and parts of the Eastern Mediterranean currently face high or very high drought risks for crop yields, with risk expected to increase in the eastern Aegean.'>the western and eastern parts of Central Anatolia,...</span>","Drought"
"Türkiye","BTR","<span title='In the livestock sector, drought risks are high in Eastern and Southeastern Anatolia, Central Anatolia, and the Mediterranean coasts, and are projected to expand across much of the southern half of the country in the future.'>In the livestock sector, drought risks are high in...</span>","Drought"
"Türkiye","BTR","<span title='Türkiye faces significant exposure to various natural hazards due to its geographical and climatic conditions.These hazards include earthquakes and climate-related events such as floods, landslides, droughts, and wildfires.'>Türkiye faces significant exposure to various natu...</span>","Drought;Wildfire;Landslide;Flood"
"Türkiye","BTR","<span title='In recent years, major flood events have occurred in the Western and Eastern Black Sea regions, while wildfires have notably impacted the Southern Aegean and Mediterranean regions. Flood risks are increasing, particularly in basins such as Kızılırmak and Yeşilırmak.'>In recent years, major flood events have occurred ...</span>","Wildfire;Flood"
