"","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","SectorType_GGA","RowID","ActionLevel_GPT","ActionType_GPT","ImpactCategories","ClimateImpact_Keywords","ResultType_GPT","Who","Region","UNFCCC Classification","Year of Submission","Document Language","Support  
received","If yes, from which organization?","Gender and Social Inclusion","If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)","Coded by:","General notes"
"7892","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","Long periods of warm weather affect railways negatively. Railway lines and various other components can expand in the heat, which may cause traffic disruptions.",NA,"Infrastructure and services","Transportation","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",4719,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7893","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","Extreme weather events as well as slow changes from increasing temperatures and ecosystem changes can impact key natural resources as well as assets such as buildings, transportation, and transport routes. It may also result in a decrease in productivity due to damaged production facilities and employees being affected by extreme heat, floods, and other events.",NA,"Crop;Terrestrial;Biodiversity;Infrastructure and services","Insurance and financial markets","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4715,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7894","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","The risk of forest fires will increase following drought and reduced snow cover. The summers of 2014 and 2018 were characterized by unusually large forest fires in Sweden. In the biggest single wildfire for at least 60 years, almost 14,000 hectares burned in one location in Sweden in 2014.",NA,"Forest","Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4712,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7895","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","An acceleration of climate-related risks, e.g. in the form of more frequent and/or more severe extreme weather conditions, will result in increasing damage costs and hence in higher insurance costs",NA,"Livelihoods and poverty","Insurance and financial markets","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",4713,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7896","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","The insurance landscape is expected to change as extreme events become more prevalent. As an example, home insurance in Sweden typically includes cover for flooding, but this practice may become difficult to maintain with repeated incidents and increasing costs.",NA,"Livelihoods and poverty","Insurance and financial markets","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",4714,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7897","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","Climate change increases the risk of cloudbursts, flooding and landslides, affecting roads and railways",NA,"Infrastructure and services","Transportation","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",4716,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7898","Sweden","BTR","System at risk","Impacts, Risks and Vulnerability","Climate change may also lead to more disruptions to trade and infrastructure in the event of extreme weather situations. Increased domestic production of food can reduce the vulnerability to global disruptions to food production, trade and infrastructure",NA,"Crop;Infrastructure and services","Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4703,NA,NA,NA,NA,NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7899","Sweden","BTR","Climate impact","Impacts, Risks and Vulnerability","The hot and dry summer of 2018 had major impacts on agriculture. resulted in water shortages, very low harvests of cereals and oilseeds and shortage in feed for livestock",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4701,NA,NA,"Water availability shortfall","water shortages; very low harvests of cereals and oilseeds; shortage in feed for livestock",NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7900","Sweden","BTR","Climate impact","Impacts, Risks and Vulnerability","A dry start of the growing season and extensive rainfall in the end of the summer of 2023 resulted in lower crop yields and lower quality of the harvests",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4702,NA,NA,"Crop production loss","lower crop yields; lower quality of the harvests",NA,NA,"Western Europe and Other states","Annex I",2024,"English","No","NA","Gender is mentioned in integrating it into adaptation plans","The National Climate Adaptation Strategy and Action Plan states the importance of traditional knowledge of the Sami people and the importance to ensure consultation of Sami representatives in climate adaptation action.","Winfred",NA
"7901","Tajikistan","BTR","System at risk","Vulnerability","Children, the elderly and people with pre-existing health problems and therefore less mobility will be more susceptible to the effects of climate change over a longer period of time",NA,"Gender and inclusion;Health","Health","Health, wellbeing and communities",NA,NA,NA,"Health",5509,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7902","Tajikistan","BTR","Climate impact","Vulnerability","Climate change may lead to an increase in the number of malaria cases in a country, since the area of potential malaria transmission may increase.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",5510,NA,NA,"Human health burden","an increase in the number of malaria cases; area of potential malaria transmission may increase",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7903","Tajikistan","BTR","Hazard","Future changes","The number of days with intense precipitation events (e.g. 50-year storms) is likely to increase in many sub-basins across the Panj and Vakhsh River basins.","Storm;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,5483,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7904","Tajikistan","BTR","Climate impact","Vulnerability","Higher temperatures can also result in poorer crop quality and increased pest and disease pressur",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5497,NA,NA,"Food security & nutrition decline","poorer crop quality",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7905","Tajikistan","BTR","Hazard","Future changes","The annual amount of rainfall will increase, and snowfall will decrease as a result of rising air temperature","Extreme temperature;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,5480,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7906","Tajikistan","BTR","Hazard","Future changes","Significant changes in the average monthly amount of rain and snowfall are likely in the winter and spring periods;","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,5481,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7907","Tajikistan","BTR","Hazard","Future changes","The frequency of days with isolated intense precipitation events may vary slightly","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,5482,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7908","Tajikistan","BTR","Climate impact","Vulnerability","Increase in food prices at local and national level",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5501,NA,NA,"Economic & livelihood losses","Increase in food prices at local and national level",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7909","Tajikistan","BTR","Climate impact","Vulnerability","Increase in the length of the growing season (with the risk of more frequent and intense heat waves)",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5498,NA,NA,NA,"Increase in the length of the growing season",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7910","Tajikistan","BTR","Climate impact","Vulnerability","More frequent and intense heat waves, causing severe damage to crops and causing soil erosion",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5499,NA,NA,"Crop production loss; Soil erosion & land degradation","severe damage to crops; soil erosion",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7911","Tajikistan","BTR","Climate impact","Vulnerability","Loss of livelihood and income for rural population",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5500,NA,NA,"Economic & livelihood losses","Loss of livelihood and income for rural population",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7912","Tajikistan","BTR","Climate impact","Vulnerability","Increased rainfall and flooding can accelerate the deterioration of road infrastructure (e.g. boreholes due to loss of water seals).",NA,NA,"Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5505,NA,NA,"Transport disruption","deterioration of road infrastructure",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7913","Tajikistan","BTR","Climate impact","Vulnerability","In high mountains, melting permafrost can cause damage to roads and bridges",NA,NA,"Transport","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5506,NA,NA,"Transport disruption; Cryosphere degradation & ground instability","melting permafrost; damage to roads and bridges",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7914","Tajikistan","BTR","System at risk","Vulnerability","Tajikistan’s industrial sector, and especially mining activities, are vulnerable to geological phenomena such as landslides, earthquakes and rockfalls, as well as hydrometeorological phenomena such as floods and mudflows. This also significantly affects housing construction in Tajikistan, which is often self-built",NA,"Infrastructure and services","Industry and construction","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5507,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7915","Tajikistan","BTR","Climate impact","Vulnerability","Tajikistan’s industrial sector, and especially mining activities, are vulnerable to geological phenomena such as landslides, earthquakes and rockfalls, as well as hydrometeorological phenomena such as floods and mudflows. This also significantly affects housing construction in Tajikistan, which is often self-built",NA,NA,"Industry and construction","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5508,NA,NA,"Economic & livelihood losses","housing construction",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7916","Tajikistan","BTR","Hazard","Extreme natural disasters","Tajikistan is prone to natural disasters such as floods, avalanches, landslides, extreme temperatures and droughts, which are exacerbated by climate change. Such events damage and destroy land, crops and infrastructure, reducing income sources and affecting the livelihoods of people, especially those living in rural areas","Extreme temperature;Drought;Landslide;Flood",NA,NA,NA,NA,NA,NA,NA,5465,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7917","Tajikistan","BTR","Climate impact","Extreme natural disasters","Tajikistan is prone to natural disasters such as floods, avalanches, landslides, extreme temperatures and droughts, which are exacerbated by climate change. Such events damage and destroy land, crops and infrastructure, reducing income sources and affecting the livelihoods of people, especially those living in rural areas",NA,NA,NA,NA,NA,NA,NA,NA,5466,NA,NA,"Economic & livelihood losses","such events damage and destroy land, crops and infrastructure; reducing income sources; affecting the livelihoods of people, especially those living in rural areas",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7918","Tajikistan","BTR","Climate impact","Vulnerability","The destruction of schools and related infrastructure can lead to low school attendance or dropout.",NA,NA,"Education","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",5511,NA,NA,"Economic & livelihood losses","destruction of schools and related infrastructure; low school attendance; dropout",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7919","Tajikistan","BTR","Climate impact","Vulnerability","Poor access to drinking water and heat, which is especially common in rural areas, can force children, especially girls, to search for these resources during extreme weather conditions. Low levels of girls’ education will have a long-term adverse impact on the vulnerability of communities to climate change.",NA,NA,"Education","Livelihoods, poverty and sustainable development",NA,NA,NA,"Poverty eradication and livelihoods",5512,NA,NA,"Water availability shortfall","Poor access to drinking water and heat; Low levels of girls’ education",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7920","Tajikistan","BTR","System at risk","Vulnerability","Poor access to drinking water and heat, which is especially common in rural areas, can force children, especially girls, to search for these resources during extreme weather conditions. Low levels of girls’ education will have a long-term adverse impact on the vulnerability of communities to climate change.",NA,"Freshwater;Gender and inclusion;Infrastructure and services","Education","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5513,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7921","Tajikistan","BTR","Adaptation priorities","Prerequisites","To develop drought monitoring and early warning systems, the Hydrometeorology Agency of the Committee for Environmental Protection under the Government of the Republic Tajikistan is preparing measures to provide agricultural regions of the republic with automatic monitoring systems for meteorological
and agrometeorological parameters of agricultural lands and thereby creating a database for determining
 drought scenarios and forecasts.
",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5514,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7922","Tajikistan","BTR","Climate impact","Vulnerability","Decrease in crop yields",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5502,NA,NA,"Crop production loss","Decrease in crop yields",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7923","Tajikistan","BTR","Climate impact","Vulnerability","Rapid crop damage due to soil erosion",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5503,NA,NA,"Crop production loss; Soil erosion & land degradation","Rapid crop damage due to soil erosion",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7924","Tajikistan","BTR","Climate impact","Vulnerability","Possible displacement from lands",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5504,NA,NA,"Displacement & migration","Possible displacement from lands",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7925","Tajikistan","BTR","Adaptation priorities","Prerequisites","Construction of new generating capacities and modernization of existing equipment to cover the electricity deficit;",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5516,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7926","Tajikistan","BTR","Adaptation priorities","Prerequisites","Construction of small hydroelectric power plants and widespread development of other renewable energy sources in highmountain, hard-to-reach and rural areas;",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5517,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7927","Tajikistan","BTR","Adaptation priorities","Prerequisites","Ensuring reliable electricity supply to rural areas, including for the supply of water",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5518,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7928","Tajikistan","BTR","Adaptation priorities","Prerequisites","Construction of new power transmission lines, both within the country, in order to increase access to energy for the population, as well as outside the state, with the aim of exporting hydroelectric power by diversifying
the fuel and energy balance through the use of local types of fuel and renewable energy sources;",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5519,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7929","Tajikistan","BTR","Adaptation priorities","Prerequisites","Modernization of energy capacities and restoration of centralized heating",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5520,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7930","Tajikistan","BTR","Adaptation priorities","Prerequisites","Extension of the service life of existing reservoirs, construction and reconstruction of hydroelectric power stations and dams, taking into account the impact of climate change on water resources and maximum water flow in rivers",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5521,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7931","Tajikistan","BTR","Adaptation priorities","Prerequisites","Reducing the energy intensity of the economy; increasing energy efficiency and energy conservation in the energy sector, industry, construction sector, agriculture and everyday life;",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5522,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7932","Tajikistan","BTR","Hazard","Future changes","Projected temperature increases will increase the risk of drought due to higher evaporation and earlier snowmelt. For example, by the mid-21st century, in the densely populated Fergana Valley, precipitation is projected to increase by 10 mm and evaporation by at least 70 mm.","Extreme temperature;Drought;Change in temperature;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,5484,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7933","Tajikistan","BTR","Hazard","Future changes","Glaciated areas are projected to shrink by 15%-20% compared to current levels while according to projections based on the current rate of glacier retreat, most of the small glaciers in Tajikistan
may disappear completely in 30-40 years","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,5485,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7934","Tajikistan","BTR","System at risk","Future changes","The reduction in the number of glaciated zones will have a significant impact on fresh water supplies in the Panj, Vakhsh and Zeravshan basins, which will further exacerbate tensions over water rights, both within and outside the country",NA,NA,NA,NA,NA,NA,NA,NA,5486,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7935","Tajikistan","BTR","Hazard","Future changes","The recently observed increases in river flows are unlikely to continue until the middle of the 21st century in the rivers of the Western and Eastern Pamirs (Pyanj River basin). In the absence of adequate preventive measures, as a result of climate change, the average temperature of the basin may increase from
0.7 °C to 1.40 °C–3.0 °C by the middle of the 21st century and the volume of glaciers may decrease by 50%–70%;","Extreme temperature;Change in temperature",NA,NA,NA,NA,NA,NA,NA,5487,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7936","Tajikistan","BTR","Hazard","Future changes","Runoff in the Vakhsh River basin is projected to increase by the mid to late 21st century. Models also project a 10% to 20% decrease in river runoff. Moderate scenarios project a 5% to 10% increase in runoff. Moderate scenarios project a 5% to 10% increase in runoff by the mid 21st century. In the Vakhsh
River basin, mean annual temperatures are projected to increase from 3.3°C in the mid to 6.9°C in the late 21st century.
","Change in temperature",NA,NA,NA,NA,NA,NA,NA,5488,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7937","Tajikistan","BTR","System at risk","Vulnerability","Since most hydroelectric power plants were built decades ago, their actual capacity may decrease with the increasing risks and impacts of climate change unless they are made climate-safe.",NA,"Infrastructure and services","Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5489,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7938","Tajikistan","BTR","System at risk","Vulnerability","Climate-induced reduction in production of energy from hydroelectric power plants can negatively impact both access to energy and on its use, taking into account the already existing restrictions",NA,"Crop;Infrastructure and services","Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5490,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7939","Tajikistan","BTR","System at risk","Vulnerability","Climate-related productivity losses will primarily be caused by reduced water availability. Direct temperature stress on crops and livestock, and associated increases in pests, are also likely to play a role.",NA,"Crop;Livestock;Freshwater","Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5491,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7940","Tajikistan","BTR","Climate impact","Vulnerability","Reduced water supplies in the driest regions of the country could cause severe economic losses, particularly for smallholder farmers, who are already experiencing the effects of climate change and related issues of extreme weather events 
",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5492,NA,NA,"Water availability shortfall","Reduced water supplies",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7941","Tajikistan","BTR","Climate impact","Vulnerability","Earlier and more intense glacial melt will affect the water cycle, likely leading to increased flooding during the rainy season and longer droughts during the dry season.",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5493,NA,NA,NA,"water cycle; increased flooding during the rainy season; longer droughts during the dry season",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7942","Tajikistan","BTR","Climate impact","Vulnerability","An expected temperature increase of 1.8–2.9°C by 2050, with a corresponding increase in evaporation rates, is expected to increase water demand by 20–30% during this time",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5494,NA,NA,"Water availability shortfall","increase water demand",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7943","Tajikistan","BTR","Climate impact","Vulnerability","In terms of livestock systems, increased heat stress and heat-related mortality could dramatically reduce animal productivity",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5495,NA,NA,"Livestock impacts; Mortality & injury","increased heat stress; heat-related mortality; could dramatically reduce animal productivity",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7944","Tajikistan","BTR","Climate impact","Vulnerability","Heat stress could also impact pastures and crop production, potentially leading to pasture degradation and an increased risk of rapid heat-induced crop failure.",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",5496,NA,NA,"Crop production loss","rapid heat-induced crop failure; pasture degradation; crop production",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7945","Tajikistan","BTR","Hazard","Extreme natural disasters","During the period 1997-2022, Tajikistan experienced more than 4,194 natural disasters. In particular, on average, one natural disaster occurred every two days",NA,NA,NA,NA,NA,NA,NA,NA,5467,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7946","Tajikistan","BTR","Hazard","Extreme natural disasters","Mudflows are the most common (an average of 70 events per year) and the most dangerous (an average of 35 deaths per year) type of disaster in Tajikistan. Avalanches rank second in these indicators (an average of 27 events and 6 deaths per year)",NA,NA,NA,NA,NA,NA,NA,NA,5468,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7947","Tajikistan","BTR","Climate impact","Extreme natural disasters","Mudflows are the most common (an average of 70 events per year) and the most dangerous (an average of 35 deaths per year) type of disaster in Tajikistan. Avalanches rank second in these indicators (an average of 27 events and 6 deaths per year)",NA,NA,NA,NA,NA,NA,NA,NA,5469,NA,NA,"Mortality & injury","an average of 35 deaths per year; an average of 27 events and 6 deaths per year",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7948","Tajikistan","BTR","Climate impact","Extreme natural disasters","Total losses from natural disasters for the period 1997-2022 amounted to more than US$589 million, or an average of more than US$50 million per year. The largest financial losses - an average of about US$15 million per year - are associated with mudflows. The second most significant source of financial losses are droughts (US$5.4 million), and earthquakes (US$3.3 million) are in third place in terms of financial damage.",NA,NA,NA,NA,NA,NA,NA,NA,5470,NA,NA,"Economic & livelihood losses","financial losses; financial damage; mudflows",NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7949","Tajikistan","BTR","Hazard","Extreme natural disasters","Climate and weather conditions will cause more frequent mudflows and, paradoxically, droughts, as well as periods of abnormally hot weather and adverse weather conditions (such as heavy hail that can destroy crops).","Storm;Drought",NA,NA,NA,NA,NA,NA,NA,5471,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7950","Tajikistan","BTR","Hazard","Future changes","The average annual air temperature will increase in all sub-basins, especially in the central part of the Vakhsh and Pyanj river basins","Change in temperature",NA,NA,NA,NA,NA,NA,NA,5472,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7951","Tajikistan","BTR","Adaptation priorities","Prerequisites","Increasing the potential of hydropower and increasing the reliability factor, taking into account the consequences of climate change (increasing maximum floods or decreasing runoff);",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",5515,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7952","Tajikistan","BTR","Hazard","Future changes","The risk of heat waves is likely to increase","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,5475,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
"7953","Tajikistan","BTR","Hazard","Future changes","In the future, the minimum daily air temperature may increase in many sub-basins of the Pyanj and Vakhsh river basins",NA,NA,NA,NA,NA,NA,NA,NA,5476,NA,NA,NA,NA,NA,NA,"Asia-Pacific","Non-Annex I",2024,"Russian","No","NA",NA,NA,"Winfred",NA
