"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"11223",10864,10864,10864,10864,"South Africa","BTR","Hazard","impacts risks and vulnerabilities","during the period 1921 -2015 parts of the country have experienced a higher frequency of hot days than cold nights.","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11224",10865,10865,10865,10865,"South Africa","BTR","Hazard","impacts risks and vulnerabilities","there has been an increase in rainfall intensity and frequency in the southern interior regions extending into parts of the Northern Cape, Northwest, Free State, and Gauteng, as well as significant decreases in annual rainfall totals over Limpopo","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11225",10866,10866,10866,10866,"South Africa","BTR","Hazard","impacts risks and vulnerabilities","The associated extreme weather phenomena include recent heavy rainfall and flooding events such as (FloodList, 2024).","Extreme temperature;Storm;Flood;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11226",10867,10867,10867,10867,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","Severe thunderstorms from a tropical low-pressure system that resulted in flooding, damage to roads, homes, powerlines and water infrastructure were observed over Vhembe district between 21 and 22 February 2021.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Transport disruption; Economic & livelihood losses",NA,NA,NA,NA
"11227",10868,10868,10868,10868,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","• On 6 May 2021, Cape Agulhas municipality experienced a winter storm that was associated with severe flooding, in which over 120 mm of rainfall was measured at one of their stations. Severe damage to homes and infrastructure were reported as a result. Additionally, two people were reported dead after their truck got stuck in flood waters, one was reported missing, and several others were evacuated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economic & livelihood losses",NA,NA,NA,NA
"11228",10869,10869,10869,10869,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","• At least seven people lost their lives when heavy rainfall, associated with flooding, occurred over parts of the Eastern Cape on 8 January 2022. Many lost their livelihoods and massive damage to infrastructure was reported as a result.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economic & livelihood losses",NA,NA,NA,NA
"11229",10870,10870,10870,10870,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","• Severe thunderstorms that resulted in flooding, river overflows and flood gates of Vaal and Bloemhof dams being opened were reported over parts of the country between 15 and 17 January 2021. About 25 fatalities, 2 missing persons, massive damage to homes, commercial properties, roads and bridges were reported as a result. Additionally, hundreds of people were evacuated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury; Transport disruption; Economic & livelihood losses",NA,NA,NA,NA
"11230",10871,10871,10871,10871,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","A COL that wreaked havoc, resulted in the loss of over 400 lives was reported on 9 – 12 April 2022. The amount of damage caused by the storm was estimated at R7 billion. Many jobs, ports, manufacturing plants, agriculture, the water and energy sectors, travel and tourism sector, and many small-to-medium enterprises were greatly affected.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"11231",10872,10872,10872,10872,"South Africa","BTR","Climate impact","impacts risks and vulnerabilities","• A flash flood that resulted in nine fatalities and eight missing people was reported over Johannesburg on 3 December 2022. The event resulted from a surface trough over the central parts of the country, which further resulted in favourable conditions for the formation of a severe thunderstorm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mortality & injury",NA,NA,NA,NA
"11232",10873,10873,10873,10873,"South Africa","BTR","Hazard","decreasing precipitation","the medians of models from the various SSPs are leaning towards a general decline in precipitation for future climate. This declining trend is most prominent over the Mediterranean region 5, followed by the desert and semi-desert region 4 and the temperate region 3. Less decline is projected for the semi-arid steppe region 1. The Subtropical region 2, which is dominated by high-lying areas, shows the slightest decline in precipitation.","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11233",10874,10874,10874,10874,"South Africa","BTR","Hazard","decreasing precipitation","precipitation decline over the regions generally becomes steeper beyond 2050.","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11234",10875,10875,10875,10875,"South Africa","BTR","Hazard","temperature increase","The model confidence in the warming signal over South Africa is high (i.e., all models agree on the sign of change). The models reflect that the projected warming rate will likely be highest under the future low mitigation (SSP5.8-5).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11235",10876,10876,10876,10876,"South Africa","BTR","Hazard",NA,"While the average temperature over South Africa reflects a north-to-southwest gradient, the figure reflects that extreme temperature-ranging thresholds of about 36 – 42 °C have been registered for most parts of the country.","Extreme temperature;Change in temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11236",10877,10877,10877,10877,"South Africa","BTR","Hazard","Drought","The occurrence of dry spells is higher over parts of the western, central, and eastern interior. As per the 2023 annual State of the Climate report from the South African Weather Service (SAWS, 2023), drought years have become more frequent in provinces such as the North-West, the Northern Cape, and the Free State.","Extreme temperature;Drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11237",10878,10878,10878,10878,"South Africa","BTR","Hazard","Floods","The implications of extreme rainfall and flooding for South Africa have been evident in the disruption of the hydrological cycles, which impacted river flows, dam levels, and groundwater recharge","Flood;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11238",10879,10879,10879,10879,"South Africa","BTR","Hazard",NA,"the number of heavy rainfall days is highest over the southwestern tip of the country, parts of the Garden Route, the east coast, and the north-eastern interior","Storm;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11239",10880,10880,10880,10880,"South Africa","BTR","Hazard",NA,"The frequency of heavy rainfall days further decreases from the east to the west of the country","Storm;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11240",10881,10881,10881,10881,"South Africa","BTR","Hazard","increasing precipitation","the 2023 annual State of the Climate report from the South African Weather Service shows that the Eastern Cape has been experiencing more wet years","Extreme temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11241",10882,10882,10882,10882,"South Africa","BTR","Hazard","temperature extremes: heat and drought","For all the climatic regions, the ensemble median average daytime temperatures increase with the increasing global warming levels, indicating that the local extreme daytime temperatures in South Africa are warming with the general warming in global temperatures. Moreover, the interquartile range also increases with global warming levels, for all the climatic regions, except at 2 0C for region 4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11242",10883,10883,10883,10883,"South Africa","BTR","Hazard",NA,"The central tendency of dry spells, represented by the typical length of consecutive dry days (median), is the highest at 2 0C global warming level for the climatic regions of South Africa. This is indicative that there will be benefit in keeping global temperatures at 2.0 °C for South Africa","Drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11243",10884,10884,10884,10884,"South Africa","BTR","Hazard",NA,"Total precipitation indicates a general trend towards an increase in higher global warming levels relative to the pre-industrial period. Looking at the r20mm median change, the extreme precipitation, i.e., precipitation thresholds with a potential of leading to flooding events, are projected to remain within their historic frequency during the baseline period for regions 3-5, while declining for regions 1 and 2 for 1.5 and 2.0 °C warmer world","Extreme temperature;Flood;Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11244",10885,10885,10885,10885,"South Africa","BTR","Hazard",NA,"Rainfall extremes generally show a declining trend across most climatic regions, except for the Mediterranean region (Region 5), where spatial and ensemble uncertainties persist. This pattern holds true for 1.5 °C and 2.0 °C GWLs. By 3.0 °C GWL, projections indicate a higher likelihood of increased precipitation towards the end of the century.","Change in precipitation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11245",10886,10886,10886,10886,"South Africa","BTR","Hazard",NA,"rising maximum temperatures may exacerbate surface water losses due to elevated evaporation rates","Extreme temperature;Change in temperature",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11246",10887,10887,10887,10887,"South Africa","BTR","Climate impact",NA,"devastating consequences on crop yields, as they can disrupt the delicate balance of temperature, rainfall, and other environmental factors that are crucial for plant growth and development",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Crop production loss",NA,NA,NA,NA
"11247",10888,10888,10888,10888,"South Africa","BTR","Climate impact",NA,"overall revenue from crop production in Africa is projected to decline by up to 90% by 2100 due to climate change, which would be further exacerbated by substantial reduction in the length of cropping seasons and unpredictability of the onset of wet periods",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Crop production loss",NA,NA,NA,NA
"11248",10889,10889,10889,10889,"South Africa","BTR","Climate impact",NA,"climate change has also been linked to the emergence and spread of new pests and diseases that can negatively impact crop production.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Agricultural pests & diseases",NA,NA,NA,NA
"11249",10890,10890,10890,10890,"South Africa","BTR","Climate impact",NA,"livestock sector in South Africa has also been significantly impacted by climate change. Increased temperatures, droughts, and changes in precipitation patterns have affected the availability of grazing land and water resources, leading to reduced livestock productivity and increased vulnerability to pests and diseases",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Water availability shortfall; Livestock impacts; Agricultural pests & diseases",NA,NA,NA,NA
"11250",10891,10891,10891,10891,"South Africa","BTR","Climate impact","Vulnerability","High dependence on rainfed agriculture. Approximately 80% of South African agriculture relies on rainfall, making it highly susceptible to fluctuations in precipitation patterns",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Crop production loss",NA,NA,NA,NA
"11251",10892,10892,10892,10892,"South Africa","BTR","Climate impact","Vulnerability","Limited irrigation infrastructure: Uneven distribution of irrigation infrastructure leaves many areas vulnerable to water shortages during dry periods, hindering agricultural production",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Water availability shortfall",NA,NA,NA,NA
"11252",10893,10893,10893,10893,"South Africa","BTR","Climate impact","Vulnerability","Unsustainable management practices: Overuse of synthetic fertilizers and pesticides, overgrazing, use of monocultures, deforestation, and habitat destruction can reduce biodiversity, which is crucial for ecosystem function and resilience.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11253",10894,10894,10894,10894,"South Africa","BTR","Climate impact","Vulnerability","Soil erosion and land degradation: Over-tilling, inadequate crop rotations, and the failure to use cover crops can lead to soil erosion, nutrient depletion, loss of soil structure, and decreased fertility, which reduces the soil’s ability to hold water, making crops more susceptible to drought and reducing long-term fertility. Research has shown that between 7% and 10% of carbon content in soil is lost during every cultivation cycle in South Africa’s main cropping areas.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Soil erosion & land degradation",NA,NA,NA,NA
"11254",10895,10895,10895,10895,"South Africa","BTR","Climate impact","Vulnerability","Socio-economic factors: A sizeable portion of South African agriculture consists of smallholder farmers with limited resources. These farmers are often less equipped to adapt to climate change and absorb financial losses due to crop failures.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11255",10896,10896,10896,10896,"South Africa","BTR","Climate impact","Vulnerability","Limited access to technology and information: Many farmers, particularly in rural areas, lack access to the latest technologies and information on climate-resilient agricultural practices. This can hinder their ability to adapt effectively.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11256",10897,10897,10897,10897,"South Africa","BTR","Climate impact","Decline in crop yield, suitability, and quality","Heat stress and heat waves will have detrimental impacts on crop yield and quality. Studies have shown an increasing likelihood of experiencing temperatures exceeding the maximum threshold for maize production in certain areas in South Africa (Challinor et al., 2016; Mangani et al., 2023; Simanjuntak et al., 2022b). Exposure to elevated temperatures during the maize reproductive stage will affect pollen viability, fertilization, and grain development, which can significantly reduce maize yield between 80 and 90% (Simanjuntak et al., 2023b). In fruit crops it causes fruit sunburn, inadequate pollination, delayed ripening, reduced colour development, poor fruit quality and fruit set as well as low fruit yield. Research has shown that apple production in the Ceres area of South Africa will be compromised through a decline in the accumulated PCUs of 2–5% by the 2020s, 7–17% by the 2050s, and 20–34% towards the end of the 20th century. This will have serious economic consequences for farmers and employment in the region.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11257",10898,10898,10898,10898,"South Africa","BTR","Climate impact","Decline in crop yield, suitability, and quality","Drought: Multiple droughts in the past decade over Southern Africa have severely impacted maize and staple crop production, leading to significant declines in yield and threatening food security in the region. Recurrent dry spells have reduced water availability, impaired crop growth, and increased vulnerability to pests and diseases. Parts of Southern Africa have been experiencing a severe drought since late 2023, enhanced in part by the ongoing El Niño Southern Oscillation",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11258",10899,10899,10899,10899,"South Africa","BTR","Climate impact",NA,"Animal health and performance. Heat stress negatively impacts livestock by reducing feed consumption, reproductive and growth rates, and milk production, while also compromising meat quality. Neser (2016) modelled the effect of heat stress on milk production in Holstein cattle on pasture in South Africa. The results indicate progressive shrinking of currently suitable areas and a geographical shift towards the southern parts of the east coast of South Africa for optimal milk production from Holstein dairy cattle (Neser, 2016). A study investigating effects of climate change on the distribution of the bontlegged tick (A. hebraeum), the carrier of Heartwater disease in animals, suggests climate change as a reason for the wider spread of Heartwater in South Africa (Leask & Bath, 2020). Heat stress also affects growth and reproduction in animals. For example, maximum seasonal temperature explained up to 42% of variation in weaning weight in cattle in a dry arid area of South Africa (Jordaan et al., 2021",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Agricultural pests & diseases",NA,NA,NA,NA
"11259",10900,10900,10900,10900,"South Africa","BTR","Climate impact",NA,"Food waste, health, and safety: The secondary impacts of increases in temperature extremes are the increased risk for food spoilage during post-harvest processes as well as reduced marketability and shelf life of food products. This could lead to an increase in food waste as well as having food safety and health risks for humans and livestock.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11260",10901,10901,10901,10901,"South Africa","BTR","Climate impact",NA,"Distribution, intensity and abundance of pests and diseases. Warmer winters and rising minimum temperatures will drive emerging, new, and more aggressive pests (insects, pathogens, and weeds) affecting crop yield levels and stability. (Mafongoya et al., 2019). Additionally, warmer temperatures will also expand the geographic range and intensity of many pests and diseases in regions that have traditionally experienced low pest risk. This leads to increased costs associated with managing pests and diseases as well as a potential overuse of pesticides, which will necessitate new products. An increase in temperatures could also lead to increased growth of toxigenic fungi in crops (Perrone et al., 2020). The fall armyworm (FAW) is a significant agricultural pest in South Africa and was first detected in early 2017. The extent of its impact in South Africa has been considerable, affecting various crops such as maize, sorghum, wheat, and sugarcane (Mafongoya et al., 2019). Additionally, Herlicoverpa amigera (African bollworm) is a problematic insect pest on crops in South Africa, recorded as being dependent on increased temperatures and able to overwinter during the warmer winter season (Phophi et al., 2020). The dramatic increase in South Africa’s average winter temperature over the past 40 years has altered the susceptibility of apples to fungal disease, with fungi showing a much faster adaptation rate to changing temperatures than apples (Meitz-Hopkins, 2020",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Economic & livelihood losses",NA,NA,NA,NA
"11261",10902,10902,10902,10902,"South Africa","BTR","Climate impact",NA,"Loss of market opportunities: Shifts in rainfall and temperature patterns are altering traditional planting and harvesting seasons. Farmers are often not able to respond swiftly because of a lack of resources.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Economic & livelihood losses",NA,NA,NA,NA
"11262",10903,10903,10903,10903,"South Africa","BTR","Climate impact",NA,"Livelihood loss: Decreased agricultural output can lead to job losses and economic hardship for farmers and communities dependent on agriculture.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,"Supply chain & logistics disruptions",NA,NA,NA,NA
"11263",10904,10904,10904,10904,"South Africa","BTR","Climate impact",NA,"Increased food prices: A decrease in domestic food production can lead to a reliance on imported food, making the country vulnerable to fluctuations in global food prices.",NA,NA,"agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"11264",10905,10905,10905,10905,"South Africa","BTR","Climate impact",NA,"South Africa’s forestry industry faces several risks from climate change due to impacts on the supply chain as well as direct bio-physical impacts on forests",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11265",10906,10906,10906,10906,"South Africa","BTR","Climate impact",NA,"Climate change has exacerbated the potential for forest fires.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Agricultural pests & diseases",NA,NA,NA,NA
"11266",10907,10907,10907,10907,"South Africa","BTR","Climate impact",NA,"The abnormally long and destructive fire season of 2017 attributed to drought conditions across South Africa, causing 29,443 ha of plantation area to be damaged or lost (DFFE, 2018",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Transport disruption",NA,NA,NA,NA
"11267",10908,10908,10908,10908,"South Africa","BTR","Climate impact",NA,"Increased pest outbreaks due to milder winters and warmer temperatures also threaten the health of South Africa’s plantation forests.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11268",10909,10909,10909,10909,"South Africa","BTR","Climate impact",NA,"Extreme weather events such as heavy rainfall, drought, and windstorms also increase vulnerability to pests and diseases.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11269",10910,10910,10910,10910,"South Africa","BTR","Climate impact",NA,"Projected increases in temperature and changes in rainfall could result in some areas not being climatically suitable for a specific genotype, with other areas potentially becoming climatically unsuitable for forestry",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11270",10911,10911,10911,10911,"South Africa","BTR","Climate impact",NA,"Increased frequency and intensity of wildfires due to hotter and drier conditions pose a significant risk to commercial plantations in South Africa. Wildfires can cause extensive damage to tree stands, reduce forest cover, and lead to significant economic losses.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11271",10912,10912,10912,10912,"South Africa","BTR","Climate impact",NA,"Warmer temperatures and changes in precipitation patterns alter the distribution and lifecycle of pests and diseases, potentially leading to more frequent and severe outbreaks.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Carbon storage & productivity decline",NA,NA,NA,NA
"11272",10913,10913,10913,10913,"South Africa","BTR","Climate impact",NA,"Changes in temperature and precipitation patterns also affect the growth and distribution of tree species. Some species may become less viable in their current locations due to altered climatic conditions, leading to changes in forest composition and structure.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11273",10914,10914,10914,10914,"South Africa","BTR","Climate impact",NA,"Increased rainfall intensity and changes in land use patterns can lead to soil degradation and erosion, reducing soil fertility and stability.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11274",10915,10915,10915,10915,"South Africa","BTR","Climate impact",NA,"The vulnerabilities faced by the forestry sector due to climate change can result in significant economic impacts. Reduced productivity of commercial plantations affects timber supply and associated industries. The costs of managing increased risks, such as wildfires and pest outbreaks, add to the economic burden on the sector.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11275",10916,10916,10916,10916,"South Africa","BTR","Climate impact",NA,"Many communities in South Africa depend on forests for their livelihoods, including employment in the forestry sector, collection of non-timber forest products, and ecosystem services such as water regulation and soil fertility. Climate-induced changes to forests can threaten these livelihoods, leading to social and economic challenges for rural communities.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11276",10917,10917,10917,10917,"South Africa","BTR","Climate impact",NA,"Extreme weather events such as storms and heavy rainfall can damage infrastructure related to the forestry sector, including roads, bridges, and processing facilities. This can disrupt operations and supply chains, leading to economic losses and increased costs for maintenance and repairs.",NA,NA,"forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11277",10918,10918,10918,10918,"South Africa","BTR","Climate impact","vulnerability","Habitat loss, degradation and fragmentation: One of the most significant threats to biodiversity in South Africa is habitat loss, degradation and fragmentation due to unsustainable land and ocean use, urbanisation, agriculture, mining, and infrastructure development. Fragmented and isolated vegetation populations have a reduced ability to adapt to climate change in terms of climate migration (biome shifts). South Africa lost 0.12% of its natural vegetation per year between 1990 and 2018, and 0.24% per year between 2014 and 2018 (Skowno et al., 2021). Additionally, due to these changes, 14% of plants, 17% of mammals and 15% of birds are currently classified as threatened with extinction. Over 70% of the Cape Floral Region has been lost due to land use changes.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,NA,NA,NA,NA,NA
"11278",10919,10919,10919,10919,"South Africa","BTR","Climate impact","vulnerability","Rivers and wetlands: Rivers and wetlands are the most threatened ecosystems in South Africa, with 64% and 79% threatened, respectively. Most are critically endangered. This is due to water pollution, invasive species, and changes to their hydrological regimes (SANBI, 2018). Increasing temperatures will affect the hydrological cycle, exacerbating existing pressures.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Water quality deterioration; Soil erosion & land degradation; Agricultural pests & diseases; Agricultural system shifts",NA,NA,NA,NA
"11279",10920,10920,10920,10920,"South Africa","BTR","Climate impact","vulnerability","Estuaries: According to the South African National Biodiversity Institute (SANBI, 2018), estuaries have the highest proportion of threatened ecosystem types, making them vulnerable to further anthropogenic changes and climate change. Extreme weather events, increased temperature and sea-level rise may lead to further harmful changes in estuaries such as salinity regime shifts, loss of biodiversity due to temperature changes and an increase in pollutants leading to eutrophication, harmful algal blooms and the accumulation of toxic substances.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Humna health burden",NA,NA,NA,NA
"11280",10921,10921,10921,10921,"South Africa","BTR","Climate impact","vulnerability","Invasive alien species: Invasive alien species, particularly trees and freshwater fishes, threaten people, biodiversity and ecosystems in South Africa (Zengeya & Wilson, 2023). Invasive trees such as Acacia mearnsii (Black Wattle) threaten indigenous flora, leading to habitat degradation, water loss and biodiversity loss. Alien invasive plants have covered approximately 7% of the country (Van Wilgen, 2018).",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Damage to buildings & infrastructure",NA,NA,NA,NA
"11281",10922,10922,10922,10922,"South Africa","BTR","Climate impact","vulnerability","Pollution and contamination: Pollution from industrial, agricultural, and urban sources degrades water and soil quality, posing threats to biodiversity and ecosystem health. It is also a threat to coastal ecosystems.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Coastal inundation & shoreline erosion",NA,NA,NA,NA
"11282",10923,10923,10923,10923,"South Africa","BTR","Climate impact","vulnerability","Water scarcity and drought: Water scarcity and drought exacerbate the vulnerability of ecosystems in South Africa, particularly in arid and semi-arid regions. Competition for water resources between human activities and ecosystems intensifies, leading to habitat degradation and loss of aquatic biodiversity. Reduced rainfall, increased evaporation, and changes in precipitation threaten freshwater availability, affecting wetlands, rivers, and dams. Water is a nexus issue, which means that water scarcity will exacerbate the vulnerability of ecosystems and food and energy production systems.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Supply chain & logistics disruptions",NA,NA,NA,NA
"11283",10924,10924,10924,10924,"South Africa","BTR","Climate impact","risks and impacts","Species and biome shift and extinction: Habitat fragmentation prevents organisms from quickly migrating to areas with more favourable climates. The rate of species extinction is alarming, and the severity will depend on the extent of future warming. The fynbos biome, a biodiversity hotspot area of South Africa, could experience extinction rates up to 25%, as the winter rainfall region is expected to shrink in extent.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
"11284",10925,10925,10925,10925,"South Africa","BTR","Climate impact","risks and impacts","Increased frequency of extreme weather events: Extreme weather events, such as fires, floods, droughts, and heatwaves can cause immediate and severe damage to ecosystems and species. For example, in fire-prone and fire-dependent ecosystems, such as fynbos, renosterveld, savanna, and grassland vegetation types, fire regimes are likely to change to higher fire frequency and intensity. These ecosystems might not have the capacity to recover post-fire, especially if it coincides with droughts in the first year after fire.",NA,NA,"Biodiversity and ecosystems","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Biodiversity and ecosystems",NA,"Ecosystem degradation & biodiversity loss",NA,NA,NA,NA
